LIDNUM	NAME	LATSTR	LONGSTR	LAT	LONG	ALTITUDE	MAX_AGE	BFA_MAX	BFA_MAX_ABS	FRAC_MAX	MIN_AGE	BFA_MIN	BFA_MIN_ABS	FRAC_MIN	CHRON	AGE_COMM	BASIN	SUBBASIN	COUNTRY	STATE	COUNTY	APNUMSPM	GENERAL	LOC_SYNONYMS	MEAN_HYPSODONTY	ESTIMATE_PRECIP	ESTIMATE_TEMP	ESTIMATE_NPP	PERS_WOODY_COVER	PERS_POLLEN_AP	PERS_POLLEN_NAP	PERS_POLLEN_OTHER	SIDNUM	ORDER	FAMILY	GENUS	SPECIES	SUBCLASSORSUPERORDER	SUBORDERORSUPERFAMILY	SUBFAMILY	UNIQUE	TAXON_STATUS	ID_STATUS	ADD_INFO	SOURCE_NAME	LS_MICROWEAR	LS_MESOWEAR	LS_MESOWEAR_SCORE	LS_MW_OR_HIGH	LS_MW_OR_LOW	LS_MW_CS_SHARP	LS_MW_CS_ROUND	LS_MW_CS_BLUNT	SVLENGTH	BODYMASS	SXDIMSZE	SXDIMDIS	TSHM	TCRWNHT	HORIZODONTY	CROWNTYP	CUSP_SHAPE	CUSP_COUNT_BUCCAL	CUSP_COUNT_LINGUAL	LOPH_COUNT_LON	LOPH_COUNT_TRS	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MICROWEAR	MESOWEAR	MESOWEAR_SCORE	MW_OR_HIGH	MW_OR_LOW	MW_CS_SHARP	MW_CS_ROUND	MW_CS_BLUNT	DIET_1	DIET_2	DIET_3	LOCOMO1	LOCOMO2	LOCOMO3	SPCOMMENT	SP_SYNONYM	SP_SYNONYM_COMMENT	HOMININ_BONES	BIPEDAL_FOOTPRINTS	CUTMARKS	STONE_TOOLS	TECHNOLOGICAL_MODE_1	TECHNOLOGICAL_MODE_2	TECHNOLOGICAL_MODE_3	CULTURAL_STAGE_1	CULTURAL_STAGE_2	CULTURAL_STAGE_3	REGIONAL_CULTURE_1	REGIONAL_CULTURE_2	REGIONAL_CULTURE_3
20712	Senèze	45 14 27 N	3 28 58 E	45.241	3.483	\N	2.2	\N	Ar/Ar	\N	2.1	\N	Ar/Ar	\N			Southeast France	\N	France		Massif Central	10000	n	Seneze	2.00	\N	17.9	882	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20733	Gerakarou 1 (GER)	40 22 48 N	23 24 0 E	40.38	23.4	\N	3.55	villanyian	\N	1:2	2.725	villanyian	\N	1:2			Northern Aegean	\N	Greece		Macedonia	\N	n	\N	2.11	\N	17.6	649	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20802	Koktyurlyuk	40 18 0 N	70 0 0 E	40.3	70	\N	3.4977	pliocene	\N	3:3	2.58	pliocene	\N	3:3	late Pliocene		Fergana	\N	Tajikistan			\N		\N	2.50	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20803	Kuruksaj	38 24 0 N	69 42 0 E	38.4	69.7	\N	3.025	mn16	\N	2:2	1.9	mn17	\N	\N	Late Pliocene Early Pleistocene	MN 17: middle Villafranchian (Villanyian): analogous to Khaprovskij faunal complex	Afghan - Tajik	\N	Tajikistan		Afgano-Tadzhikian de	\N	y	Lagernaja: Navrukho: Kuruksay	2.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20803	Kuruksaj	38 24 0 N	69 42 0 E	38.4	69.7	\N	3.025	mn16	\N	2:2	1.9	mn17	\N	\N	Late Pliocene Early Pleistocene	MN 17: middle Villafranchian (Villanyian): analogous to Khaprovskij faunal complex	Afghan - Tajik	\N	Tajikistan		Afgano-Tadzhikian de	\N	y	Lagernaja: Navrukho: Kuruksay	2.00	\N	\N	\N	\N	\N	\N	\N	33756	Proboscidea	Elephantidae	Mammuthus	gromovi	Eutheria	\N		-	\N	species id uncertain	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20804	Lakhuti 1	38 17 41 N	69 53 41 E	38.295	69.895	\N	1.072	jaramillo	\N	\N	0.781	matuyama	\N	\N	Early Pleistocene	late Early Villafranchian: Tiraspolian: not older than II half of Tamanian: Kajrubak suite	Afghan - Tajik	\N	Tajikistan			\N		\N	2.71	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20817	Charyn upper	43 36 0 N	79 24 0 E	43.6	79.4	\N	2.45	villanyian	\N	5:6	2.175	villanyian	\N	5:6	Apsheron	Khorgoss suite: Kizikhinskij complex	West Tien Shan Intermontane	\N	Kazakhstan		Ilian depression	\N		\N	2.33	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20829	Kopala 1	43 24 0 N	79 0 0 E	43.4	79	\N	3.275	villanyian	\N	2:6	2.725	villanyian	\N	3:6	late Akchagyl	Ilian complex: middle Villafranchian; comparable with Khaprov assemblages: Chikojskij complex	West Tien Shan Intermontane	\N	Kazakhstan	Alma Ata region		\N		Koplay	3.00	\N	\N	\N	\N	\N	\N	\N	22842	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		meridionalis	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Archidiskodon meridionalis	synonym of Mammuthus meridionalis	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20830	Kopala 2	43 24 0 N	79 0 0 E	43.4	79	\N	3	villanyian	\N	3:6	2.175	villanyian	\N	5:6	early Apsheron	mid-Villanyian: ?early Ilian fauna: the lower boundary is between Akchagyl - Apsheron in middle Late Villafranchian	West Tien Shan Intermontane	\N	Kazakhstan	Alma Ata region	Southern Zajsan area	\N		Aktogaj lower	2.63	\N	\N	\N	\N	\N	\N	\N	22842	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		meridionalis	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Archidiskodon meridionalis	synonym of Mammuthus meridionalis	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20832	Kopala 3	43 24 0 N	79 0 0 E	43.4	79	\N	2.45	villanyian	\N	5:6	1.9	villanyian	\N	6:6	early-mid Apsheron	the Late Villafranchian (Aktogaj upper I half: Kopala 3 - II; Khorgoss complex: after Ilian fauna of Late Villanyian	West Tien Shan Intermontane	\N	Kazakhstan	Alma Ata region	Southern Zajsan area	\N		Aktogaj upper	3.00	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20876	Nogajsk (Primorsk)	46 51 36 N	36 42 0 E	46.86	36.7	\N	1.677	earlypleistocene	\N	2:2	0.774	earlypleistocene	\N	2:2	late Early Pleistocene	late Tamanian faunal complex: Nogajsk phase	Indolo-Kuban	\N	Ukraine	Zaporozhskaja provin	Primorskij dist. Azo	\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25666	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		tamanensis	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20880	Tikhonovka 1	46 51 0 N	35 18 0 E	46.85	35.3	\N	0.621	ois15	\N	\N	0.424	ois12	\N	\N	Tiraspolian	late Early Pleistocene: Tiraspolian faunal complex: Tikhonovka phase; Templomhegy in European stratigraphy	Karkinitsk	\N	Ukraine	Zaporozhskaja provin	Melitopolskij dist.	\N		\N	2.75	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20897	Marganets	47 12 0 N	34 18 0 E	47.2	34.3	\N	0.621	ois15	\N	\N	0.424	ois12	\N	\N	Tiraspol	Tiraspolian faunal complex: Tikhonovka phase: early Pleistocene	Karkinitsk	\N	Ukraine	Zaporozhskaja provin	Zakamyanskij quarry	\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
20906	Bolshaja Kamyshevakha 1	48 54 0 N	36 42 0 E	48.9	36.7	\N	0.424	ois11	\N	\N	0.3	ois9	\N	\N	Singil: Mid Pleisto	early Middle Pleistocene: Singilian faunal complex: Ozernoe phase	Dnieper - Donets	\N	Ukraine	Kharkov province	Barvenkovskij dist.	\N		\N	2.20	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	Archidiskodon indet. * from merge	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21030	Sesklon (SES)	39 9 0 N	22 27 0 E	39.15	22.45	\N	2.5	mn17	\N	\N	1.9	mn17	\N	\N			Northern Aegean	\N	Greece		Thessaly	\N		\N	2.20	\N	16.7	1067	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21033	Polylakkos	40 9 0 N	21 12 0 E	40.15	21.2	\N	3.55	villanyian	\N	1:2	1.9	villanyian	\N	2:2			Ionian Sea	\N	Greece		Macedonia	\N		\N	2.20	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	species id uncertain	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21036	Livakos (LIV)	40 9 0 N	21 12 0 E	40.15	21.2	\N	3.55	villanyian	\N	1:2	1.9	villanyian	\N	2:2			Ionian Sea	\N	Greece		Macedonia	\N		Livakos	1.89	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21037	Kapetanios	40 9 0 N	21 12 0 E	40.15	21.2	\N	2.725	villanyian	\N	2:2	1.9	villanyian	\N	2:2			Ionian Sea	\N	Greece		Macedonia	\N		\N	2.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21039	Apollonia (APL)	40 45 0 N	23 18 0 E	40.75	23.3	\N	1.9	biharian	\N	\N	0.5	biharian	\N	\N			Northern Aegean	\N	Greece		Macedonia	500		APL	2.50	\N	19.3	559	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21040	Megalopolis	37 9 0 N	22 9 0 E	37.15	22.15	\N	1.9	biharian	\N	\N	0.5	biharian	\N	\N		MNQ 18	Ionian Sea	\N	Greece		Peloponnesu	\N		\N	2.43	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21047	Q-Profil	40 9 0 N	21 12 0 E	40.15	21.2	\N	3.55	mn16	\N	\N	0.5	biharian	\N	\N			Ionian Sea	\N	Greece		Macedonia	\N		\N	2.50	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21049	Kos	36 53 36 N	27 17 20 E	36.893	27.289	\N	5.3	mn14	\N	\N	2.725	villanyian	\N	1:2			Southern Aegean	\N	Greece		Kos Island	\N		\N	2.20	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21050	Dmanisi	41 20 10 N	44 20 38 E	41.336111111111116	44.34388888888889	\N	1.85	\N	Ar/Ar	\N	1.778	olduvai	\N	\N	Villafranchian: MNQ18	before Acheulian: E. hydruntinus: stone tools.1.81 Ma based on volcanic ash dating	\N	\N	Georgia	Tbilisi area		\N	n	\N	2.00	\N	\N	\N	\N	\N	\N	\N	85725	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria			taribanensis	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21051	Prezletice	50 09 00 N	14 35 00 E	50.15	14.583333333333298	\N	0.79	ois19	\N	\N	0.761	ois19	\N	\N	or older		\N	\N	Czech Republic			\N		\N	2.29	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21052	Khapry	47 16 2 N	39 26 34 E	47.2672	39.44277777777779	\N	3.025	mn16	\N	2:2	1.9	mn17	\N	\N	Late Pliocene Early Pleitocene	Similar to Liventzovka and Kuruksaj	Indolo-Kuban	\N	Russia	Azov region		\N		\N	2.21	\N	\N	\N	\N	\N	\N	\N	33756	Proboscidea	Elephantidae	Mammuthus	gromovi	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21053	Liventsovka (Rostov-on-Don)	47 13 18 N	39 33 48 E	47.221786	39.563488	\N	3.025	mn16	\N	2:2	1.9	mn17	\N	\N	\N	lower horizon: corresponds to Odessa Catacombs (Vislobokova et al. 1993)	Indolo-Kuban	\N	Russia	Azov Sea		\N	y	Ливенцовська	2.00	\N	\N	\N	\N	\N	\N	\N	22842	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		meridionalis	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Archidiskodon meridionalis	synonym of Mammuthus meridionalis	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21055	Kolkotova Balka (Tiraspol)	46 18 0 N	30 0 0 E	46.3	30	\N	0.774	middlepleistocene.	\N	1:2	0.4515	middlepleistocene.	\N	1:2	I Middle Pleistocene	Tiraspolian gravel- early - mid Pleisto: Cromerian-early Mindel	\N	\N	Moldova	Tiraspol area		\N		Tiraspol	2.18	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21058	Zasukhino 3	52 0 0 N	107 0 0 E	52	107	\N	1.29585	pleistocene	\N	6:10	0.8678	pleistocene	\N	6:9	early Pleistocene	Layer 3 with fauna 2: Epivillafranchian: ca 1.2-0.9 Ma *time unit correlation changed  and fraction of age recalculated	\N	\N	Russia			\N		\N	2.57	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	Archidiskodon indet. * from merge	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21061	Nalajkha	47 0 0 N	107 00 0 E	47	107	\N	1.7239	pleistocene	\N	2:3	0.8678	pleistocene	\N	2:3	late Early Pleistocene	layers 6&amp;7 - Nalajkhskij complex Eisenmann &amp;Kuznetsova 2004: late lower Pleistocene: not younger than 0.9 Ma (Zhegallo)	\N	\N	Mongolia	Töv Province		\N		Nalaikha	3.00	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21066	Berezovka	64 0 0 N	154 0 0 E	64	154	\N	0.047	\N	C14	\N	0.041	\N	C14	\N	Late Weichselian	44 000+/-3500ya	\N	\N	Russia	Yakutija		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21181	Groznyj (Solenyj)	43 18 0 N	45 42 0 E	43.3	45.7	\N	4.2	akchagyl	\N	\N	2.275	akchagyl	\N	\N			North Caucasus	\N	Russia	Caucasus		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21183	Tash-Kala	43 18 0 N	45 42 0 E	43.3	45.7	\N	1.945	c2n	\N	\N	0.781	c1r.1r	\N	\N	Apsheron	According to Tesakov's table Apsheron is C2N - C1R1R.	North Caucasus	\N	Russia	Caucasus	Near Groznyj	\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
21184	Vinodelnoe (Kutsaj)	45 24 0 N	42 42 0 E	45.4	42.7	\N	3.4977	pliocene	\N	3:3	2.58	pliocene	\N	3:3		late Pliocene	North Caucasus	\N	Russia	Northern Caucasus		\N		\N	3.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
